                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    355,                0.45491,                 1.1695,                 0.3359,                0.34712,                 1.0004,                0.99843,                      1,                  0.995,                0.95642,                0.97069,                0.97222,                0.97802,                0.79534,                0.29445,                 1.2275,                0.13314,                0.22946,                0.87663,              0.0004424,              0.0004424,              0.0004424
                    356,                 0.4281,                 1.1203,                0.33123,                0.33946,                0.97674,                0.99837,                      1,                  0.995,                0.94911,                0.97064,                0.97222,                0.97867,                0.79524,                0.28833,                 1.2096,                0.13231,                0.22011,                0.87632,               0.000438,               0.000438,               0.000438
                    357,                0.42624,                 1.1551,                0.35851,                0.33314,                0.98731,                0.99833,                      1,                  0.995,                0.95492,                 0.9706,                0.97222,                0.97872,                0.79977,                0.27896,                 1.2063,                0.12544,                0.22194,                0.87553,              0.0004336,              0.0004336,              0.0004336
                    358,                0.40535,                 1.0703,                 0.3423,                0.30619,                0.97753,                 0.9983,                      1,                  0.995,                0.95403,                0.97057,                0.97222,                0.97815,                0.78922,                0.27674,                 1.2322,                0.11453,                0.23155,                0.87502,              0.0004292,              0.0004292,              0.0004292
                    359,                0.39928,                 1.0815,                0.31013,                0.32048,                0.96374,                0.99832,                      1,                  0.995,                0.95607,                0.94286,                0.94444,                0.94281,                0.77124,                0.28448,                 1.2765,                 0.1067,                0.23245,                0.87192,              0.0004248,              0.0004248,              0.0004248
                    360,                0.38705,                0.90028,                0.31436,                0.30254,                0.96676,                0.99831,                      1,                  0.995,                0.95369,                0.94285,                0.94444,                0.94471,                0.77754,                0.30202,                 1.2655,                0.10688,                0.23942,                0.87298,              0.0004204,              0.0004204,              0.0004204
                    361,                0.42285,                  1.089,                0.34181,                0.32463,                0.99453,                0.99835,                      1,                  0.995,                0.96351,                0.94336,                0.94444,                0.94441,                0.78601,                0.29604,                 1.2342,                0.10628,                0.24197,                0.87171,               0.000416,               0.000416,               0.000416
                    362,                0.42814,                 1.0885,                0.35511,                0.32743,                0.98334,                 0.9984,                      1,                  0.995,                0.97473,                0.94363,                0.94444,                0.94406,                0.80285,                0.28667,                 1.2666,                0.11018,                0.22389,                0.87174,              0.0004116,              0.0004116,              0.0004116
                    363,                0.43601,                  1.013,                 0.3383,                0.33092,                0.98781,                0.99849,                      1,                  0.995,                0.97627,                0.94781,                0.94444,                 0.9438,                0.79056,                0.28253,                  1.289,                0.11978,                0.21995,                0.87191,              0.0004072,              0.0004072,              0.0004072
                    364,                0.36726,                 1.1071,                0.32076,                0.29553,                0.95283,                 0.9986,                      1,                  0.995,                0.97372,                0.97086,                0.97222,                0.96778,                0.80235,                0.28571,                 1.3238,                0.12675,                0.23114,                 0.8709,              0.0004028,              0.0004028,              0.0004028
                    365,                0.43339,                 1.3032,                 0.3815,                0.31806,                0.98255,                0.99862,                      1,                  0.995,                0.96931,                0.95906,                0.94444,                0.94492,                0.80938,                0.27801,                 1.3115,                0.13174,                0.23766,                0.86809,              0.0003984,              0.0003984,              0.0003984
                    366,                0.41851,                  1.357,                0.34509,                0.32919,                0.99004,                0.99864,                      1,                  0.995,                0.96556,                0.95912,                0.94444,                0.94523,                0.81236,                0.28032,                 1.2985,                0.13432,                0.23054,                0.86783,               0.000394,               0.000394,               0.000394
                    367,                0.38502,                  1.078,                0.33628,                0.32271,                0.95538,                0.99867,                      1,                  0.995,                0.96903,                0.96034,                0.94444,                0.94354,                0.81154,                0.27235,                 1.2848,                0.13757,                0.23284,                0.86203,              0.0003896,              0.0003896,              0.0003896
                    368,                0.38557,                 1.0769,                0.33343,                0.33241,                0.95223,                 0.9986,                      1,                  0.995,                0.97388,                0.97086,                0.97222,                0.96757,                0.80493,                0.26092,                 1.2994,                 0.1424,                0.22216,                0.85651,              0.0003852,              0.0003852,              0.0003852
                    369,                0.41178,                 1.0989,                 0.3427,                0.33943,                0.97881,                0.99858,                      1,                  0.995,                0.97231,                0.97081,                0.97222,                0.96902,                0.79784,                0.26199,                 1.3436,                0.14305,                0.22481,                0.85343,              0.0003808,              0.0003808,              0.0003808
                    370,                 0.4394,                  1.017,                0.32259,                0.33607,                      1,                0.99848,                      1,                  0.995,                0.97721,                0.97074,                0.97222,                0.96832,                0.80033,                0.26287,                 1.3721,                0.14299,                0.22277,                0.85026,              0.0003764,              0.0003764,              0.0003764
                    371,                0.41659,                 1.1298,                 0.3382,                0.34051,                0.97837,                0.99841,                      1,                  0.995,                0.97559,                0.95265,                0.94444,                0.94363,                0.79957,                0.26056,                 1.4159,                0.13736,                0.22026,                0.85157,               0.000372,               0.000372,               0.000372
                    372,                0.38112,                 1.1146,                0.32116,                0.31344,                0.95276,                0.99834,                      1,                  0.995,                0.97372,                0.95134,                0.94444,                 0.9422,                0.80007,                0.26825,                 1.4441,                0.12677,                0.22051,                0.85494,              0.0003676,              0.0003676,              0.0003676
                    373,                0.38069,                 1.0766,                 0.3248,                0.31429,                0.95934,                0.99835,                      1,                  0.995,                0.97178,                0.94431,                0.94444,                0.94218,                0.79509,                0.28212,                  1.401,                0.11592,                0.23287,                0.86543,              0.0003632,              0.0003632,              0.0003632
                    374,                0.42536,                 1.0587,                0.35712,                0.33895,                 1.0064,                0.99829,                      1,                  0.995,                0.96985,                0.94369,                0.94444,                0.94232,                0.78607,                0.29031,                 1.3775,                0.10947,                0.23958,                0.86974,              0.0003588,              0.0003588,              0.0003588
                    375,                0.40595,                 1.0982,                0.35911,                0.31783,                0.96183,                0.99823,                      1,                  0.995,                 0.9683,                0.94277,                0.94444,                0.94147,                0.77938,                0.29676,                  1.367,                0.11022,                0.23905,                0.86972,              0.0003544,              0.0003544,              0.0003544
                    376,                0.40204,                 1.0554,                0.32932,                0.30966,                0.98987,                0.99829,                      1,                  0.995,                0.97477,                0.94283,                0.94444,                0.94156,                 0.7875,                0.29637,                 1.3468,                0.10986,                0.24079,                0.86572,                0.00035,                0.00035,                0.00035
                    377,                0.40475,                 1.1157,                0.33006,                 0.3079,                0.97936,                0.99829,                      1,                  0.995,                0.97208,                0.94283,                0.94444,                0.94105,                0.81472,                0.28276,                 1.3237,                0.10635,                 0.2392,                0.86171,              0.0003456,              0.0003456,              0.0003456
                    378,                0.36197,                 1.0302,                0.34261,                0.28024,                0.94811,                0.99791,                      1,                  0.995,                0.97361,                0.94247,                0.94444,                0.94071,                0.80822,                0.26991,                 1.3334,                0.10013,                0.23241,                0.85797,              0.0003412,              0.0003412,              0.0003412
                    379,                0.36808,                  1.193,                0.31768,                0.28653,                0.94967,                0.99724,                      1,                  0.995,                0.96969,                0.94183,                0.94444,                0.94298,                 0.8017,                0.26643,                 1.3408,                0.09894,                0.23711,                 0.8564,              0.0003368,              0.0003368,              0.0003368
                    380,                0.36653,                0.88616,                0.29872,                0.30095,                0.96143,                 0.9977,                      1,                  0.995,                0.96932,                0.94227,                0.94444,                0.94327,                0.80537,                0.26597,                 1.3236,                0.10318,                0.21936,                0.85447,              0.0003324,              0.0003324,              0.0003324
                    381,                0.39484,                 1.0477,                0.31131,                0.30311,                0.96853,                0.99816,                      1,                  0.995,                0.97086,                0.94271,                0.94444,                0.94623,                0.81014,                0.25771,                 1.3061,                0.11009,                0.20711,                0.85061,               0.000328,               0.000328,               0.000328
                    382,                0.39645,                0.96005,                0.33261,                0.32339,                0.97332,                0.99825,                      1,                  0.995,                0.97003,                0.94279,                0.94444,                0.94554,                0.80418,                 0.2466,                 1.2835,                0.11917,                0.20809,                0.84564,              0.0003236,              0.0003236,              0.0003236
                    383,                0.38415,                  1.049,                0.32357,                0.30105,                0.95647,                0.99831,                      1,                  0.995,                0.97304,                0.94323,                0.94444,                0.94677,                0.80782,                0.24159,                 1.2398,                0.12732,                0.21755,                0.84131,              0.0003192,              0.0003192,              0.0003192
                    384,                0.37912,                0.94263,                0.35075,                0.28953,                0.95879,                 0.9984,                      1,                  0.995,                0.96971,                0.94395,                0.94444,                0.94677,                0.82027,                0.24799,                 1.1922,                0.12922,                0.22412,                0.84208,              0.0003148,              0.0003148,              0.0003148
                    385,                 0.4059,                0.97601,                0.34085,                0.32822,                0.98288,                0.99843,                      1,                  0.995,                0.97304,                0.95158,                0.94444,                0.94542,                 0.8217,                0.26941,                 1.1377,                0.12927,                0.22869,                0.84535,              0.0003104,              0.0003104,              0.0003104
                    386,                 0.4158,                   1.05,                0.34408,                 0.3355,                0.99041,                0.99844,                      1,                  0.995,                0.96898,                0.98555,                0.97222,                0.97837,                0.84014,                0.28389,                 1.1024,                0.12538,                0.22841,                0.84647,               0.000306,               0.000306,               0.000306
                    387,                0.39273,                   1.01,                0.34023,                0.32091,                0.97516,                0.99855,                      1,                  0.995,                0.96876,                0.99855,                      1,                  0.995,                 0.8518,                0.28246,                 1.0946,                0.12387,                0.22038,                0.84315,              0.0003016,              0.0003016,              0.0003016
                    388,                0.37357,                 1.0654,                0.32839,                0.30957,                0.96546,                0.99861,                      1,                  0.995,                0.96317,                0.98992,                0.97222,                 0.9777,                0.86752,                0.26608,                 1.0901,                0.12032,                0.21723,                0.83849,              0.0002972,              0.0002972,              0.0002972
                    389,                0.43218,                 1.0834,                0.34222,                0.32943,                 1.0028,                0.99868,                      1,                  0.995,                0.96812,                0.99111,                0.97222,                0.97759,                0.86486,                0.24891,                 1.0807,                0.11869,                0.21736,                0.83635,              0.0002928,              0.0002928,              0.0002928
                    390,                0.45177,                 1.0563,                0.34101,                0.35339,                0.98832,                0.99874,                      1,                  0.995,                0.96502,                0.99218,                0.97222,                0.97754,                0.86699,                0.24576,                 1.0958,                0.12594,                0.21382,                0.83838,              0.0002884,              0.0002884,              0.0002884
                    391,                 0.4107,                 1.0106,                0.31816,                 0.3186,                0.98189,                0.99887,                      1,                  0.995,                0.96851,                0.99369,                0.97222,                0.97755,                0.85137,                 0.2534,                 1.1382,                0.13163,                0.23256,                0.84299,               0.000284,               0.000284,               0.000284
                    392,                  0.388,                 1.0026,                0.35568,                0.29584,                0.97906,                0.99893,                      1,                  0.995,                0.96868,                0.99448,                0.97222,                0.97768,                0.84467,                0.26671,                 1.1857,                0.13037,                0.23939,                0.84587,              0.0002796,              0.0002796,              0.0002796
                    393,                0.37198,                0.89883,                0.33007,                0.31797,                0.96019,                0.99884,                      1,                  0.995,                0.96351,                0.99376,                0.97222,                0.97784,                0.83622,                0.27193,                  1.213,                0.12743,                0.24038,                0.84515,              0.0002752,              0.0002752,              0.0002752
                    394,                0.39523,                 1.0388,                0.30951,                0.31095,                 0.9714,                0.99882,                      1,                  0.995,                0.96316,                0.99374,                0.97222,                0.97793,                0.82425,                0.26529,                 1.2082,                0.12443,                0.23164,                0.83831,              0.0002708,              0.0002708,              0.0002708
                    395,                0.42404,                 1.1739,                0.34121,                0.34091,                0.97647,                0.99875,                      1,                  0.995,                0.96809,                0.99197,                0.97222,                0.97776,                0.83716,                 0.2555,                 1.1824,                0.11881,                0.22696,                 0.8346,              0.0002664,              0.0002664,              0.0002664
                    396,                0.39846,                  1.012,                0.31467,                 0.3182,                0.97296,                0.99859,                      1,                  0.995,                0.97306,                 0.9894,                0.97222,                0.97774,                0.83637,                0.24328,                 1.1601,                0.11545,                0.22013,                0.83392,               0.000262,               0.000262,               0.000262
                    397,                0.40236,                 1.0556,                 0.3278,                0.32829,                0.95493,                0.99856,                      1,                  0.995,                0.97292,                0.98828,                0.97222,                 0.9777,                 0.8384,                0.23881,                 1.1627,                0.11323,                0.21987,                0.83234,              0.0002576,              0.0002576,              0.0002576
                    398,                0.37165,                0.91063,                0.32142,                0.31515,                0.98372,                0.99856,                      1,                  0.995,                0.97665,                0.98521,                0.97222,                0.97798,                0.85249,                0.23823,                 1.1656,                0.11245,                0.21467,                0.83286,              0.0002532,              0.0002532,              0.0002532
                    399,                 0.3738,                 1.1146,                0.30413,                0.30479,                0.94713,                0.99851,                      1,                  0.995,                0.97414,                0.98352,                0.97222,                0.97802,                 0.8483,                0.23741,                 1.1662,                0.11089,                0.20323,                0.83298,              0.0002488,              0.0002488,              0.0002488
                    400,                0.35019,                0.92044,                0.31477,                0.27938,                0.94356,                0.99852,                      1,                  0.995,                0.96999,                0.99852,                      1,                  0.995,                0.83021,                0.24377,                 1.1846,                0.10981,                  0.207,                0.83576,              0.0002444,              0.0002444,              0.0002444
                    401,                0.35945,                0.94091,                0.31624,                0.30042,                 0.9406,                0.99846,                      1,                  0.995,                0.97716,                0.97073,                0.97222,                0.96912,                0.83211,                0.24885,                 1.2128,                0.10791,                0.22061,                0.83733,                0.00024,                0.00024,                0.00024
                    402,                0.40861,                 1.0219,                0.32779,                0.31175,                0.97183,                 0.9984,                      1,                  0.995,                0.97716,                0.97067,                0.97222,                0.96857,                0.83455,                0.24833,                 1.1906,                0.10734,                0.22354,                 0.8389,              0.0002356,              0.0002356,              0.0002356
                    403,                0.35604,                0.93284,                0.30696,                0.29865,                0.93331,                 0.9984,                      1,                  0.995,                0.97752,                  0.916,                0.91667,                0.91791,                 0.8277,                0.24942,                 1.1797,                0.10919,                0.22289,                0.84248,              0.0002312,              0.0002312,              0.0002312
                    404,                 0.4036,                 1.0069,                0.34001,                0.30961,                0.95447,                0.99841,                      1,                  0.995,                0.97473,                0.97068,                0.97222,                 0.9686,                0.82802,                0.24979,                   1.18,                0.11368,                0.21872,                0.84608,              0.0002268,              0.0002268,              0.0002268
                    405,                0.43753,                0.93872,                0.32779,                0.34185,                0.99996,                0.99845,                      1,                  0.995,                0.97916,                0.97071,                0.97222,                 0.9677,                0.83661,                0.25037,                 1.1561,                 0.1178,                0.21906,                0.84785,              0.0002224,              0.0002224,              0.0002224
                    406,                0.39858,                0.88134,                 0.3372,                0.30789,                0.97662,                0.99841,                      1,                  0.995,                0.97916,                0.94347,                0.94444,                0.94472,                 0.8302,                0.25504,                 1.1502,                0.12396,                0.21397,                0.84855,               0.000218,               0.000218,               0.000218
                    407,                0.38062,                0.95686,                0.33175,                0.30178,                0.95438,                0.99845,                      1,                  0.995,                0.97925,                0.94353,                0.94444,                 0.9444,                0.82989,                0.26403,                 1.1601,                 0.1309,                 0.2132,                0.85022,              0.0002136,              0.0002136,              0.0002136
                    408,                0.38401,                0.89782,                0.33638,                0.30588,                0.96355,                0.99845,                      1,                  0.995,                 0.9711,                0.94356,                0.94444,                0.94513,                0.83788,                0.27369,                 1.1763,                0.13832,                0.21407,                0.85066,              0.0002092,              0.0002092,              0.0002092
                    409,                0.38482,                0.98014,                0.29717,                0.31341,                0.96302,                0.99844,                      1,                  0.995,                0.96211,                0.94348,                0.94444,                0.94577,                0.83558,                0.27945,                 1.2256,                0.14232,                0.21682,                0.84922,              0.0002048,              0.0002048,              0.0002048
                    410,                0.38132,                0.86953,                0.33033,                 0.3059,                0.95295,                0.99845,                      1,                  0.995,                0.96199,                0.94361,                0.94444,                0.94555,                0.83237,                0.27515,                 1.2309,                 0.1402,                0.21529,                0.84758,              0.0002004,              0.0002004,              0.0002004
                    411,                0.36318,                0.99361,                0.31301,                0.30683,                0.96291,                0.99844,                      1,                  0.995,                 0.9636,                 0.9437,                0.94444,                0.94304,                0.82462,                0.26731,                 1.2452,                 0.1335,                0.21278,                0.84585,               0.000196,               0.000196,               0.000196
                    412,                0.34235,                0.82761,                0.32505,                0.28441,                0.94229,                0.99842,                      1,                  0.995,                0.96503,                0.94392,                0.94444,                0.94313,                0.82215,                   0.26,                 1.2503,                0.12747,                0.20633,                0.84278,              0.0001916,              0.0001916,              0.0001916
                    413,                0.35251,                0.87912,                0.31984,                0.28134,                0.95525,                0.99844,                      1,                  0.995,                0.96483,                 0.9441,                0.94444,                0.94399,                0.83024,                0.25037,                 1.2516,                0.11996,                0.19849,                0.83834,              0.0001872,              0.0001872,              0.0001872
                    414,                0.36039,                 0.9288,                0.32016,                0.29598,                0.95211,                0.99842,                      1,                  0.995,                0.97992,                0.95211,                0.94444,                0.95374,                0.83531,                0.24259,                 1.2243,                0.11862,                0.19808,                0.83555,              0.0001828,              0.0001828,              0.0001828
                    415,                0.35234,                0.84635,                0.29092,                0.29415,                0.93831,                0.99844,                      1,                  0.995,                0.97995,                0.95671,                0.94444,                0.95383,                0.85109,                0.24098,                 1.2071,                0.12104,                0.20027,                0.83314,              0.0001784,              0.0001784,              0.0001784
                    416,                0.37132,                 0.9299,                 0.3122,                0.30648,                0.95602,                0.99843,                      1,                  0.995,                0.97834,                0.95577,                0.94444,                  0.954,                0.84787,                0.23946,                 1.1987,                0.12238,                0.19822,                0.83165,               0.000174,               0.000174,               0.000174
                    417,                0.36227,                0.84986,                0.29653,                0.29133,                0.95357,                0.99841,                      1,                  0.995,                0.97384,                0.95412,                0.94444,                0.95446,                0.84831,                 0.2442,                 1.1758,                0.12232,                0.19395,                0.83347,              0.0001696,              0.0001696,              0.0001696
                    418,                 0.4085,                 1.0564,                0.32485,                0.31919,                0.96276,                0.99835,                      1,                  0.995,                0.96774,                0.95183,                0.94444,                0.95498,                0.85054,                0.25079,                 1.1485,                0.12056,                0.19854,                0.83435,              0.0001652,              0.0001652,              0.0001652
                    419,                0.36137,                0.91398,                0.30078,                0.29779,                 0.9615,                0.99838,                      1,                  0.995,                0.96962,                 0.9541,                0.94444,                 0.9552,                0.84874,                0.25892,                 1.1449,                0.11622,                0.20471,                0.83625,              0.0001608,              0.0001608,              0.0001608
                    420,                0.34841,                0.87562,                0.31866,                0.29604,                0.94532,                 0.9984,                      1,                  0.995,                0.96962,                0.95314,                0.94444,                 0.9552,                0.84917,                 0.2587,                  1.132,                0.11526,                0.20741,                0.83644,              0.0001564,              0.0001564,              0.0001564
                    421,                0.35186,                 0.7983,                0.30316,                0.27285,                0.95365,                0.99848,                      1,                  0.995,                0.97214,                0.97195,                0.97222,                0.97925,                0.85364,                 0.2533,                 1.1214,                0.11651,                0.20622,                0.83525,               0.000152,               0.000152,               0.000152
                    422,                0.38547,                0.90842,                 0.3507,                0.30415,                0.96346,                0.99843,                      1,                  0.995,                0.97919,                0.97156,                0.97222,                0.97934,                0.84486,                0.24768,                 1.1359,                0.11741,                0.20329,                 0.8352,              0.0001476,              0.0001476,              0.0001476
                    423,                0.41284,                 1.1056,                0.34768,                0.35755,                0.99755,                0.99844,                      1,                  0.995,                0.98167,                0.94352,                0.94444,                0.94707,                0.83381,                0.24177,                 1.1419,                0.11836,                0.20515,                0.83539,              0.0001432,              0.0001432,              0.0001432
                    424,                0.40578,                0.97709,                0.32023,                0.30615,                0.99607,                0.99841,                      1,                  0.995,                0.98416,                0.94343,                0.94444,                0.94748,                0.83563,                 0.2394,                 1.1368,                0.12057,                0.20511,                0.83555,              0.0001388,              0.0001388,              0.0001388
                    425,                0.35091,                0.87356,                0.30833,                0.29132,                0.94252,                0.99842,                      1,                  0.995,                0.98407,                0.97122,                0.97222,                0.97967,                0.83056,                0.24085,                 1.1139,                0.12114,                0.20355,                0.83699,              0.0001344,              0.0001344,              0.0001344
                    426,                 0.3335,                0.86439,                0.32607,                0.27137,                0.95678,                0.99842,                      1,                  0.995,                  0.984,                0.94365,                0.94444,                0.94492,                0.83296,                0.23689,                 1.1061,                0.11804,                  0.199,                0.83438,                0.00013,                0.00013,                0.00013
                    427,                0.35332,                0.99537,                 0.3313,                0.29608,                0.94281,                0.99845,                      1,                  0.995,                0.98394,                0.94387,                0.94444,                 0.9438,                0.82961,                0.22955,                  1.111,                0.11149,                0.19978,                0.83162,              0.0001256,              0.0001256,              0.0001256
                    428,                0.36692,                0.89001,                 0.3201,                0.28471,                0.93796,                0.99847,                      1,                  0.995,                0.98379,                0.94404,                0.94444,                0.94234,                0.84213,                0.22606,                 1.0881,                0.11462,                0.19858,                0.83129,              0.0001212,              0.0001212,              0.0001212
                    429,                0.38233,                  1.005,                0.32339,                0.31042,                0.98268,                0.99851,                      1,                  0.995,                0.98435,                0.94428,                0.94444,                0.94201,                 0.8427,                0.22692,                 1.0627,                0.11202,                0.20298,                0.83222,              0.0001168,              0.0001168,              0.0001168
                    430,                0.34284,                0.82826,                0.28647,                0.27961,                0.93856,                0.99851,                      1,                  0.995,                0.98435,                0.97374,                0.97222,                0.97906,                0.83801,                0.22979,                 1.0633,                0.11215,                0.20569,                0.83321,              0.0001124,              0.0001124,              0.0001124
                    431,                0.36063,                0.96192,                0.31085,                  0.307,                0.96256,                0.99856,                      1,                  0.995,                0.97948,                0.97926,                0.97222,                 0.9789,                0.85332,                0.23193,                 1.0518,                0.11252,                0.20879,                0.83546,               0.000108,               0.000108,               0.000108
                    432,                0.39133,                 1.0532,                0.33977,                0.31125,                0.97443,                0.99854,                      1,                  0.995,                0.97472,                0.97992,                0.97222,                 0.9789,                0.85339,                0.23167,                 1.0466,                0.11416,                0.20866,                0.83677,              0.0001036,              0.0001036,              0.0001036
                    433,                0.33699,                0.77169,                0.31511,                0.28486,                0.95081,                0.99855,                      1,                  0.995,                 0.9723,                 0.9818,                0.97222,                0.97894,                0.85104,                 0.2329,                  1.061,                0.11589,                0.20588,                0.83762,               9.92e-05,               9.92e-05,               9.92e-05
                    434,                0.33757,                0.89379,                0.33124,                0.27581,                0.93638,                0.99856,                      1,                  0.995,                0.97235,                0.97996,                0.97222,                0.97911,                 0.8308,                0.23365,                  1.087,                0.11604,                 0.2036,                0.83684,               9.48e-05,               9.48e-05,               9.48e-05
                    435,                0.37598,                0.83188,                0.33717,                0.29121,                0.99073,                0.99857,                      1,                  0.995,                0.97235,                0.97936,                0.97222,                0.97911,                0.82759,                0.23143,                 1.0995,                 0.1153,                 0.2007,                0.83532,               9.04e-05,               9.04e-05,               9.04e-05
                    436,                0.35904,                0.77072,                0.31624,                0.29904,                0.95734,                0.99855,                      1,                  0.995,                0.97187,                0.97641,                0.97222,                0.97898,                0.82623,                0.22845,                 1.1047,                0.11545,                0.19755,                0.83516,                8.6e-05,                8.6e-05,                8.6e-05
                    437,                0.33787,                0.83666,                0.33412,                0.29105,                0.95114,                0.99856,                      1,                  0.995,                0.97367,                0.97499,                0.97222,                 0.9789,                0.82711,                0.22475,                 1.1384,                0.10791,                0.20007,                0.83483,               8.16e-05,               8.16e-05,               8.16e-05
                    438,                0.33635,                0.78393,                0.33016,                0.27993,                0.93262,                0.99857,                      1,                  0.995,                0.97167,                0.97411,                0.97222,                 0.9789,                0.83282,                0.22489,                 1.1346,                0.10836,                0.19758,                0.83529,               7.72e-05,               7.72e-05,               7.72e-05
                    439,                0.35011,                 1.0064,                0.33096,                0.28275,                0.94078,                0.99856,                      1,                  0.995,                0.97119,                0.97388,                0.97222,                0.97894,                0.84154,                0.22428,                 1.1258,                0.10817,                0.19773,                0.83507,               7.28e-05,               7.28e-05,               7.28e-05
                    440,                0.36585,                0.75165,                0.32901,                0.28919,                0.96474,                0.99856,                      1,                  0.995,                0.97119,                0.97213,                0.97222,                0.97894,                0.84284,                0.22407,                 1.1222,                0.10929,                0.19946,                0.83584,               6.84e-05,               6.84e-05,               6.84e-05
